id,reason_text,cognitive_function,signal_strength,function_group
5024,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5025,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5026,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5027,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5028,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5029,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5030,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5031,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5032,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5033,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5034,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5035,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5036,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5037,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5038,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5039,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5040,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5041,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5042,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5043,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5044,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5045,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5046,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5047,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5048,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5049,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5050,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5051,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5052,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5053,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5054,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5055,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5056,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5057,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5058,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5059,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5060,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5061,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5062,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5063,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5064,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5065,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5066,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5067,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5068,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5069,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5070,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5071,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5072,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5073,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5074,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5075,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5076,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5077,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5078,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5079,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5080,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5081,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5082,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5083,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5084,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5085,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5086,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5087,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5088,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5089,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5090,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5091,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5092,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5093,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5094,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5095,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5096,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5097,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5098,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5099,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5100,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5101,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5102,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5103,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5104,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5105,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5106,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5107,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5108,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5109,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5110,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5111,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5112,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5113,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5114,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5115,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5116,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5117,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5118,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5119,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5120,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5121,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5122,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5123,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5124,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5125,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5126,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5127,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5128,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5129,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5130,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5131,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5132,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5133,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5134,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5135,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
